32 242 6 4 4 5 4 4 3 1 4 4 4 3 3 4 0 2 2 2 1 2 1 2 2 2 1 2 1 3 1 2 0 1 0 0 1 1 0 1 2 0 1 1 3 2 1 1 0 1 2 2 1 1 1 1 1 2 0 0 0 1 0 0 
84 26 9 7 8 5 4 6 2 2 6 3 4 2 4 4 2 1 3 3 3 3 3 3 1 3 3 4 2 4 2 2 1 2 0 1 0 2 2 1 0 1 2 1 0 1 0 1 2 0 2 2 0 2 1 0 1 2 2 1 0 3 0 2 
94 31 6 10 3 4 7 5 3 4 4 3 5 3 5 5 1 1 2 2 4 2 4 4 2 2 2 3 3 2 3 3 0 2 1 0 2 2 1 1 0 3 0 2 0 1 2 3 0 1 1 1 2 1 1 3 0 2 1 1 2 0 2 2 
108 31 10 5 2 8 4 2 2 4 3 4 4 5 4 4 0 3 4 3 2 3 2 2 1 3 4 3 4 3 4 4 0 1 1 0 0 0 0 2 0 1 1 1 3 1 1 2 1 2 2 2 1 1 0 1 1 2 3 0 3 1 2 5 
100 28 8 3 6 2 6 7 4 4 2 5 2 5 4 4 1 4 1 5 2 2 3 3 2 2 3 4 1 3 3 4 1 0 1 1 1 1 1 0 1 3 3 0 0 1 0 2 0 1 1 2 0 1 2 1 2 0 2 1 1 3 2 2 
110 35 6 0 9 4 8 5 3 4 2 4 3 7 2 4 1 1 3 3 4 0 2 2 1 4 2 3 2 1 3 3 1 0 2 1 1 2 1 2 1 1 1 2 1 2 1 0 0 0 2 2 1 0 0 0 1 1 1 1 2 3 0 2 
106 35 6 8 5 5 4 8 2 2 5 2 3 5 2 4 5 2 1 3 3 0 2 3 1 4 2 2 3 2 1 3 2 0 0 1 0 2 1 1 2 1 0 0 3 0 1 3 1 1 1 1 1 0 1 2 1 2 2 0 3 2 0 2 
108 27 6 8 5 6 6 2 5 3 3 4 5 4 4 4 3 1 4 3 2 1 2 4 4 3 5 1 3 2 4 4 0 2 1 1 2 2 2 0 1 2 1 3 2 1 0 1 2 1 3 2 1 2 1 1 2 1 1 2 2 1 1 4 
100 28 8 3 4 7 5 8 0 3 5 3 3 4 4 4 3 3 1 2 5 1 2 4 1 2 5 2 2 4 4 3 0 0 0 1 0 1 1 0 0 1 1 0 1 1 2 0 1 1 1 2 3 1 1 2 1 1 2 2 1 3 3 2 
102 33 10 2 9 3 6 5 3 4 4 4 4 3 5 6 3 2 1 2 1 2 2 4 1 4 3 3 3 3 4 4 2 0 1 0 2 2 1 0 2 1 1 0 1 1 1 1 1 2 1 1 0 1 0 2 1 2 2 2 1 3 2 2 
112 38 7 5 6 4 5 7 3 4 3 4 4 4 4 4 2 2 2 4 2 3 3 3 3 3 2 4 2 4 3 3 3 0 0 1 0 2 1 1 0 1 1 0 0 3 0 2 0 0 2 1 0 2 1 2 0 2 2 1 1 1 1 3 
114 38 3 11 2 6 2 6 3 5 1 4 4 5 3 5 1 3 3 2 5 2 1 2 2 1 3 2 3 3 2 4 1 0 0 1 0 3 0 1 1 1 0 1 1 2 0 1 1 2 1 2 1 2 0 1 2 1 2 2 2 1 2 3 
106 27 5 6 3 8 6 4 4 4 5 2 4 4 4 6 0 4 2 2 2 3 2 0 2 2 4 3 3 3 4 4 1 2 1 1 0 1 2 1 3 1 2 0 2 1 0 2 0 1 1 1 0 1 2 0 1 1 2 2 3 1 3 4 
104 31 11 5 5 5 4 9 5 4 3 3 4 6 2 4 0 3 3 4 1 3 2 4 3 4 2 3 4 5 3 3 0 1 0 3 0 3 1 1 3 1 0 1 1 1 0 1 0 1 2 2 0 2 1 2 2 2 0 1 3 2 3 4 
104 36 12 2 7 3 7 3 4 5 4 3 4 4 4 5 2 4 1 2 3 2 3 2 1 4 0 4 4 4 3 4 3 0 0 0 1 0 1 1 2 1 0 1 2 0 3 3 1 1 0 1 2 1 1 1 0 2 1 3 1 2 1 3 
108 37 5 5 7 7 3 7 2 2 4 4 3 5 3 5 4 1 1 2 2 3 1 2 1 2 5 2 2 4 2 3 2 1 1 1 0 1 2 1 0 1 0 1 1 1 1 1 1 1 0 1 1 2 0 1 1 1 2 0 2 2 1 3 
104 24 6 8 5 5 6 4 5 5 1 5 4 3 2 5 3 0 4 4 2 3 4 3 3 2 4 2 2 4 1 3 1 1 1 0 3 0 2 2 0 2 1 1 2 0 0 2 1 0 2 1 3 0 3 1 1 1 2 2 1 0 1 4 
